Planet Name,Host Star,Number of Stars,Number of Planets,Number of Moons,Discovery Facility,Discovery Method,Discovery Telescope,Discovery Instrument,Discovery Year,Planet Radius [Earth radii],Planet Mass [Earth mass],Planet Density [g/cm^3],Equilibrium Temperature [K],Distance from Earth [pc],Spectral Type
TOI-2236 b,TOI-2236,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,14.37,502.16888,0.93,1688.0,355.59,
TOI-2364 b,TOI-2364,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,8.608,71.51139,0.61,1091.0,219.614,
TOI-2421 b,TOI-2421,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,10.368,105.83686,0.52,1534.0,327.927,
TOI-244 b,TOI-244,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,1.52,2.68,4.2,458.0,22.0337,M
TOI-2497 b,TOI-2497,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,11.142,1531.93292,6.1,1595.0,285.289,
TOI-2498 b,TOI-2498,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,6.06,34.62,0.86,1443.0,275.265,
TOI-2567 b,TOI-2567,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,10.929,63.88351,0.269,1352.0,504.775,
TOI-257 b,TOI-257,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,7.163,43.86032,0.65,1027.0,76.9028,
TOI-2570 b,TOI-2570,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,13.641,260.61929,0.563,1431.0,361.857,
TOI-2583 A b,TOI-2583 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,14.46,79.4571,0.144,1456.0,566.189,
TOI-2587 A b,TOI-2587 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,12.072,69.28659,0.216,1445.0,373.675,
TOI-2641 b,TOI-2641,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,18.103,122.68177,0.092,1387.0,344.045,F
TOI-269 b,TOI-269,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,2.77,8.8,2.28,531.0,57.0225,M
TOI-270 b,TOI-270,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,1.206,1.58,4.97,581.0,22.4793,M
TOI-270 c,TOI-270,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,2.355,6.15,2.6,488.0,22.4793,M
TOI-270 d,TOI-270,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,2.133,4.78,2.72,387.0,22.4793,M
TOI-2796 b,TOI-2796,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,17.262,139.8445,0.15,1205.0,350.343,
TOI-2803 A b,TOI-2803 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,18.114,309.8827,0.287,1893.0,494.818,
TOI-2818 b,TOI-2818,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,15.278,225.65817,0.34,1376.0,312.674,
TOI-2842 b,TOI-2842,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,12.845,117.59651,0.304,1471.0,460.995,
TOI-3023 b,TOI-3023,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,16.432,197.05361,0.245,1596.0,389.916,
TOI-3235 b,TOI-3235,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,11.4,211.35589,0.78,604.0,72.811,M
TOI-3331 A b,TOI-3331 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,12.98,721.47048,1.82,1488.0,217.193,
TOI-3364 b,TOI-3364,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,12.229,530.77344,1.6,1264.0,277.899,
TOI-3629 b,TOI-3629,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,8.295,82.63539,0.8,690.0,130.091,M
TOI-3688 A b,TOI-3688 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,13.081,311.47184,0.76,1534.0,396.378,
TOI-3693 b,TOI-3693,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,12.599,324.18498,0.89,801.0,176.436,
TOI-3714 b,TOI-3714,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,11.321,222.47988,0.85,750.0,112.71,M
TOI-3757 b,TOI-3757,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,12.0,85.3,0.27,759.0,181.139,M
TOI-3785 b,TOI-3785,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,5.14,14.95,0.61,582.0,79.7634,M
TOI-3807 b,TOI-3807,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,18.495,330.54154,0.289,1646.0,421.745,
TOI-3819 b,TOI-3819,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,13.137,352.78953,0.85,1633.0,558.141,
TOI-3884 b,TOI-3884,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,6.0,16.5,0.424,463.0,43.1448,M
TOI-3912 b,TOI-3912,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,14.28,129.03833,0.243,1512.0,465.992,
TOI-3976 A b,TOI-3976 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,12.274,55.61997,0.165,1295.0,516.087,
TOI-3984 A b,TOI-3984 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,7.9,44.0,0.49,563.0,108.883,M
TOI-4010 b,TOI-4010,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,3.02,11.0,2.2,1441.0,177.504,K
TOI-4010 c,TOI-4010,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,5.93,20.31,0.5,907.0,177.504,K
TOI-4010 d,TOI-4010,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,6.18,38.15,0.9,650.0,177.504,K
TOI-4087 b,TOI-4087,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,13.047,232.01474,0.57,1458.0,301.676,
TOI-411 b,HD 22946,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,1.362,13.71,18.96,1241.0,62.7792,
TOI-411 c,HD 22946,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.328,9.72,3.15,931.0,62.7792,
TOI-4127 b,TOI-4127,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,12.285,731.00534,2.17,605.0,319.632,F
TOI-4137 b,TOI-4137,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,13.574,457.67291,1.01,1570.0,334.993,
TOI-4145 A b,TOI-4145 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,13.305,136.66622,0.32,1074.0,205.387,
TOI-421 b,TOI-421,2,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.68,7.17,2.05,981.0,74.7969,G
TOI-421 c,TOI-421,2,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,5.09,16.42,0.685,674.0,74.7969,G
TOI-431 b,TOI-431,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,1.28,3.07,8.0,1862.0,32.5686,
TOI-431 d,TOI-431,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,3.29,9.9,1.36,633.0,32.5686,
TOI-4463 A b,TOI-4463 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,13.26,252.35576,0.595,1395.0,173.117,
TOI-4562 b,TOI-4562,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,12.53,732.0,2.06,318.0,339.605,F
TOI-4603 b,TOI-4603,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,11.68,4096.80817,14.1,1677.0,225.643,F
TOI-4791 b,TOI-4791,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,12.442,734.18362,2.09,1472.0,328.802,
TOI-500 b,TOI-500,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,1.166,1.42,4.89,1617.0,47.3924,K
TOI-519 b,TOI-519,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,11.545,147.15455,0.56,687.0,115.557,M
TOI-5205 b,TOI-5205,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,11.6,343.0,1.21,737.0,86.4493,M
TOI-5293 A b,TOI-5293 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,11.9,170.4,0.56,675.0,162.229,M
TOI-530 b,TOI-530,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,9.303,127.13136,0.93,565.0,148.762,M
TOI-532 b,TOI-532,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,5.82,61.5,1.72,867.0,135.047,
TOI-5542 b,TOI-5542,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,11.31,419.5335,1.6,441.0,348.849,G
TOI-558 b,TOI-558,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,12.173,1147.36055,3.5,1061.0,402.63,F
TOI-559 b,TOI-559,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,12.229,1910.14873,5.74,1180.0,233.266,G
TOI-561 b,TOI-561,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,1.45,3.2,5.5,2480.0,85.799,
TOI-561 b,TOI-561,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,1.425,2.0,3.8,2310.0,85.799,G
TOI-561 c,TOI-561,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.9,7.0,1.6,860.0,85.799,
TOI-561 c,TOI-561,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.91,5.39,1.2,800.0,85.799,G
TOI-561 d,TOI-561,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.82,13.2,3.2,598.0,85.799,G
TOI-561 e,TOI-561,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.55,12.6,4.2,415.0,85.799,G
TOI-564 b,TOI-564,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,11.433,464.98529,1.7,1714.0,199.581,
TOI-615 b,TOI-615,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,18.977,138.25536,0.084,1666.0,360.408,F
TOI-622 b,TOI-622,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,9.236,96.30201,0.507,1388.0,123.297,F
TOI-628 b,TOI-628,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,11.882,2011.8639,6.58,1586.0,178.68,
TOI-640 b,TOI-640,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,19.851,279.6904,0.195,1749.0,341.997,
TOI-674 b,TOI-674,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,5.25,23.6,0.91,635.0,46.0851,M
TOI-733 b,TOI-733,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,1.992,5.72,3.98,1056.0,75.2092,G
TOI-763 b,TOI-763,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.28,9.79,4.51,1038.0,95.1274,G
TOI-763 c,TOI-763,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.63,9.32,2.82,800.0,95.1274,G
TOI-776 b,TOI-776,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,1.85,4.0,3.4,514.0,27.1701,M
TOI-776 c,TOI-776,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.02,5.3,3.5,415.0,27.1701,M
TOI-778 b,TOI-778,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,15.4,878.0,1.3,1561.0,161.743,F
TOI-824 b,TOI-824,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.926,18.467,4.03,1253.0,63.9262,K
TOI-836 b,TOI-836,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,1.704,4.53,5.02,871.0,27.5024,K
TOI-836 c,TOI-836,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,2.587,9.6,3.06,665.0,27.5024,K
TOI-905 b,TOI-905,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,13.126,211.99261,0.515,1192.0,158.649,
TOI-908 b,TOI-908,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,3.186,16.137,2.742,1317.0,175.748,G
TOI-954 b,TOI-954,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,9.55,55.30242,0.35,1526.0,238.768,
TOI-969 b,TOI-969,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.765,9.1,2.34,941.0,77.2554,K
TrES-1 b,TrES-1,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2004-01-01,12.319,241.86863,0.762,1147.0,159.658,
TrES-1 b,TrES-1,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2004-01-01,11.96,238.998,0.769,1140.0,159.658,
TrES-2 b,TrES-2,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2006-01-01,13.72,381.396,0.813,1498.0,215.32,
TrES-2 b,TrES-2,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2006-01-01,13.978,380.44251,0.8,1470.0,215.32,
TrES-2 b,TrES-2,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2006-01-01,14.135,398.24099,0.831,1467.0,215.32,
TrES-2 b,TrES-2,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2006-01-01,13.955,457.6752,2.42,1472.0,215.32,
TrES-2 b,TrES-2,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2006-01-01,13.372,383.30298,0.884,1466.0,215.32,
TrES-2 b,TrES-2,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2006-01-01,13.776,398.24099,0.895,1466.0,215.32,
TrES-3 b,TrES-3,1,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2007-01-01,14.706,615.95454,1.065,1623.0,231.337,
TrES-3 b,TrES-3,1,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2007-01-01,14.684,603.55917,1.05,1638.0,231.337,
TrES-3 b,TrES-3,1,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2007-01-01,14.628,607.0553,1.1438,1630.0,231.337,
TrES-4 b,TrES-4,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2007-01-01,19.123,291.45011,0.23,1778.0,515.98,
TrES-4 b,TrES-4,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2007-01-01,19.448,285.09351,0.214,1805.0,515.98,
TrES-4 b,TrES-4,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2007-01-01,20.602,157.00802,0.099,1795.0,515.98,
TrES-4 b,TrES-4,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2007-01-01,19.627,292.4036,0.213,1785.0,515.98,
TrES-4 b,TrES-4,2,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2007-01-01,20.288,278.73691,0.197,1861.0,515.98,
TrES-5 b,TrES-5,1,1,0,TrES,Transit,0.10 m Schmidt Telescope,2K CCD Sensor,2011-01-01,13.384,568.9157,1.31,1480.0,360.313,
WASP-1 b,WASP-1,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,16.735,311.4734,0.36575,1830.0,393.072,
WASP-1 b,WASP-1,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,16.97,291.76794,0.328,1811.0,393.072,
WASP-1 b,WASP-1,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,16.634,273.3338,0.34979,1800.0,393.072,
WASP-1 b,WASP-1,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,16.242,268.88418,0.34609,1812.0,393.072,
WASP-10 b,WASP-10,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,12.3,1017.0,3.1,950.0,140.998,K
WASP-10 b,WASP-10,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,12.106,1001.12,4.14,1370.0,140.998,
WASP-10 b,WASP-10,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,11.96,1004.3428,3.46,972.0,140.998,
WASP-100 b,WASP-100,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,18.94,645.17,0.53,2190.0,364.411,F
WASP-101 b,WASP-101,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,15.8,158.91,0.24,1560.0,201.224,F
WASP-103 b,WASP-103,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,18.45,467.2101,0.41,2489.0,375.647,
WASP-103 b,WASP-103,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,17.127,473.547,0.55,2508.0,375.647,F
WASP-104 b,WASP-104,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,12.745,404.263,1.074,1516.0,185.932,G
WASP-105 b,WASP-105,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2017-01-01,10.761,572.094,2.65,900.0,169.272,K
WASP-106 b,WASP-106,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,12.162,611.797,1.86,1140.0,352.181,F
WASP-107 b,WASP-107,1,2,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2017-01-01,10.357,37.82177,0.202,736.0,64.7414,
WASP-107 b,WASP-107,1,2,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2017-01-01,10.536,38.1396,0.19,770.0,64.7414,K
WASP-11 b,WASP-11,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,11.097,156.37236,0.632,992.0,124.73,K
WASP-11 b,WASP-11,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,10.2,168.4499,0.92,960.0,124.73,
WASP-113 b,WASP-113,1,1,0,SuperWASP-North,Transit,Canon 200mm f/1.8L,Andor e2v CCD Camera,2016-01-01,15.793,150.96925,0.228,1496.0,435.156,G
WASP-114 b,WASP-114,2,1,0,SuperWASP-North,Transit,Canon 200mm f/1.8L,Andor e2v CCD Camera,2016-01-01,15.009,562.24127,0.97,2043.0,523.337,G
WASP-117 b,WASP-117,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,11.444,87.5585,0.3445,1001.0,157.963,F
WASP-118 b,WASP-118,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,16.141,163.36462,0.233,1729.0,376.658,F
WASP-118 b,WASP-118,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,15.625,165.2716,0.256,1753.0,376.658,
WASP-119 b,WASP-119,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,15.693,390.9309,0.7,1600.0,302.448,G
WASP-12 b,WASP-12,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,21.297,467.2101,0.266,2580.0,427.246,
WASP-12 b,WASP-12,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,20.456,454.4969,0.293,2523.0,427.246,
WASP-12 b,WASP-12,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,20.389,448.1403,0.311,2601.0,427.246,
WASP-12 b,WASP-12,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,21.712,465.62095,0.267,2593.0,427.246,
WASP-12 b,WASP-12,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,20.849,638.8383,0.434,2483.0,427.246,
WASP-120 b,WASP-120,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,16.511,1541.4755,2.0,1880.0,381.174,F
WASP-121 b,WASP-121,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,e2v CCD Camera,2016-01-01,20.905,375.99289,0.243,2358.0,269.898,F
WASP-123 b,WASP-123,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,14.773,285.72917,0.521,1520.0,197.996,G
WASP-124 b,WASP-124,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,13.899,190.698,0.43,1400.0,448.637,F
WASP-126 b,WASP-126,1,2,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,10.761,88.9924,0.41,1480.0,216.526,G
WASP-127 b,WASP-127,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,15.356,57.2094,0.09,1400.0,159.507,
WASP-129 b,WASP-129,2,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,10.424,317.83,1.6,1100.0,301.462,G
WASP-13 b,WASP-13,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,17.127,162.72896,0.178,1531.0,227.537,
WASP-130 b,WASP-130,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,9.976,390.9309,2.34,833.0,172.256,G
WASP-131 b,WASP-131,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,13.675,85.8141,0.2,1460.0,200.075,G
WASP-132 b,WASP-132,1,2,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,9.752,130.3103,0.84,763.0,122.91,K
WASP-133 b,WASP-133,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,13.563,368.6828,0.88,1790.0,559.084,G
WASP-136 b,WASP-136,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,15.468,479.9233,0.773,1742.0,275.587,
WASP-138 b,WASP-138,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,12.218,387.7526,1.2,1590.0,414.234,
